id;numero_titulo;fecha_titulo;fecha_notificacion;causal_finalizacion;created_at;updated_at;espectrable_id;espectrable_type
186;RCS-051-2010;2010-01-13;2010-01-18;no_aplica;2015-11-13 17:27:59.537;2015-11-13 17:27:59.537;125;Autorizacion
217;RCS-232-2009;2009-08-26;NULL;no_aplica;2015-11-16 15:57:39.597;2015-11-16 15:57:39.597;156;Autorizacion
224;RCS-276-2009;2009-09-24;NULL;no_aplica;2015-11-16 16:05:15.390;2015-11-16 16:05:15.390;163;Autorizacion
238;RCS-524-2009;2009-11-13;NULL;no_aplica;2015-11-16 17:22:48.230;2015-11-16 17:22:48.230;177;Autorizacion
245;RCS-502-2009;2009-09-29;NULL;no_aplica;2015-11-16 19:35:53.167;2015-11-16 19:35:53.167;184;Autorizacion
251;RCS-523-2009;2009-11-13;NULL;no_aplica;2015-11-16 21:25:15.897;2015-11-16 21:25:15.897;190;Autorizacion
256;RCS-381-2012;2012-12-19;2013-01-11;no_aplica;2015-11-16 21:59:31.777;2015-11-16 21:59:31.777;195;Autorizacion
257;RCS-322-2012;2012-10-24;0001-01-01;no_aplica;2015-11-17 14:48:02.660;2015-11-17 14:48:02.660;196;Autorizacion
264;057-2015;2015-05-07;2015-08-03;no_aplica;2015-11-17 16:31:27.773;2015-11-17 16:31:27.773;62;Espectro
270;RCS-139-2015;2015-07-29;0001-01-01;no_aplica;2015-11-17 17:14:02.290;2015-11-17 17:14:02.290;206;Autorizacion
282;RCS-487-2009;2009-10-21;0001-01-01;no_aplica;2015-11-17 19:08:00.400;2015-11-17 19:08:00.400;214;Autorizacion
287;RCS-01-2010;2010-01-06;0001-01-01;no_aplica;2015-11-17 19:46:38.027;2015-11-17 19:46:38.027;219;Autorizacion
288;RCS-284-2010;2010-06-02;0001-01-01;no_aplica;2015-11-17 20:12:00.107;2015-11-17 20:12:00.107;220;Autorizacion
292;RCS-152-2012;2012-05-23;2012-06-01;no_aplica;2015-11-17 20:37:47.013;2015-11-17 20:37:47.013;223;Autorizacion
297;RCS-508-2010;2010-11-19;NULL;no_aplica;2015-11-17 21:00:15.860;2015-11-17 21:00:15.860;227;Autorizacion
308;RCS-247-2010 “SE OTORGA AUTORIZACIÓN PARA BRINDAR SERVICIOS DE TELECOMUNICACIONES A GREGORIO VELO GIAO CÉDULA 8-0064-0003”;2010-05-21;NULL;no_aplica;2015-11-18 15:53:09.650;2015-11-18 15:53:09.650;238;Autorizacion
309;RCS-119-2010 “SE OTORGA AUTORIZACIÓN PARA BRINDAR SERVICIOS DE TELECOMUNICACIONES A GRUPO TELCO DE CENTROAMÉRICA S.A CÉDULA JURÍDICA 3-101-580074”;2010-02-26;0001-01-01;no_aplica;2015-11-18 16:17:33.320;2015-11-18 16:17:33.320;239;Autorizacion
310;057-2015;2015-05-07;2015-08-03;no_aplica;2015-11-18 16:31:05.767;2015-11-18 16:31:05.767;71;Espectro
311;057-2015;2015-05-07;2015-08-03;no_aplica;2015-11-18 16:31:05.860;2015-11-18 16:31:05.860;72;Espectro
312;057-2015;2015-05-07;2015-08-03;no_aplica;2015-11-18 16:31:07.127;2015-11-18 16:31:07.127;73;Espectro
314;TEL-030-2012-MINAET;2012-03-30;NULL;no_aplica;2015-11-18 16:34:48.233;2015-11-18 16:34:48.233;75;Espectro
315;TEL-030-2012-MINAET;2012-03-30;NULL;no_aplica;2015-11-18 16:36:40.233;2015-11-18 16:36:40.233;76;Espectro
316;TEL-030-2012-MINAET;2012-03-30;NULL;no_aplica;2015-11-18 16:37:36.507;2015-11-18 16:37:36.507;77;Espectro
321;RCS-32-2010;2010-01-06;NULL;no_aplica;2015-11-18 19:22:27.790;2015-11-18 19:22:27.790;242;Autorizacion
325;RCS-063-2015;2015-03-15;0001-01-01;no_aplica;2015-11-18 20:08:39.177;2015-11-18 20:08:39.177;246;Autorizacion
327;RCS-297-2012;2012-10-03;NULL;no_aplica;2015-11-18 20:31:27.397;2015-11-18 20:31:27.397;248;Autorizacion
330;RCS-488-2009;2009-10-21;NULL;no_aplica;2015-11-18 20:48:30.247;2015-11-18 20:48:30.247;251;Autorizacion
336;RCS-414-2010;2010-09-08;0001-01-01;no_aplica;2015-11-18 21:21:17.340;2015-11-18 21:21:17.340;257;Autorizacion
349;ACUERDO 002-054-2011;2011-07-05;NULL;no_aplica;2015-11-19 16:09:04.590;2015-11-19 16:09:04.590;270;Autorizacion
364;RCS-249-2010;2010-05-21;0001-01-01;no_aplica;2015-11-19 17:25:42.333;2015-11-19 17:25:42.333;283;Autorizacion
366;RCS-501-2009;2009-10-29;0001-01-01;no_aplica;2015-11-19 19:12:16.593;2015-11-19 19:12:16.593;285;Autorizacion
369;RCS-031-2011;2011-02-23;0001-01-01;no_aplica;2015-11-19 20:07:06.497;2015-11-19 20:07:06.497;288;Autorizacion
382;RCS-088-2013;2013-02-27;2013-03-01;no_aplica;2015-11-20 16:27:59.877;2015-11-20 16:27:59.877;301;Autorizacion
384;RCS-189-2013;2013-06-05;0001-01-01;no_aplica;2015-11-20 16:41:50.140;2015-11-20 16:41:50.140;303;Autorizacion
385;RCS-144-2013;2013-04-24;NULL;no_aplica;2015-11-20 16:46:12.437;2015-11-20 16:46:12.437;304;Autorizacion
389;RCS-194-2009;2009-08-05;2009-08-19;no_aplica;2015-11-20 17:27:47.460;2015-11-20 17:27:47.460;308;Autorizacion
405;RCS-514-2010;2010-11-26;2011-01-11;no_aplica;2015-11-23 14:49:27.660;2015-11-23 14:49:27.660;324;Autorizacion
407;RCS-170-2012;2012-05-30;2012-06-08;no_aplica;2015-11-23 15:36:31.587;2015-11-23 15:36:31.587;326;Autorizacion
408;RCS-525-2009;2009-11-13;0001-01-01;no_aplica;2015-11-23 15:39:59.243;2015-11-23 15:39:59.243;327;Autorizacion
409;RCS-182-2011;2011-08-17;2011-08-19;no_aplica;2015-11-23 15:54:51.510;2015-11-23 15:54:51.510;328;Autorizacion
413;RCS-535-2009;2009-11-18;0001-01-01;no_aplica;2015-11-23 17:03:13.503;2015-11-23 17:03:13.503;332;Autorizacion
