id;rango_numeracion;numero_asignado;tipo_recurso_numerico;nota;recurso_numericos_id;created_at;updated_at
2506;Del 82000000 al 82000099;NO INDICA;ochodigitos;Cantidad: 100 números.;1349;2016-02-04 17:11:34.097;2016-02-04 17:11:34.097
2507;Del 70015000 al 70015099;NO INDICA;ochodigitos;Cantidad: 100 números.;1350;2016-02-04 17:11:36.300;2016-02-04 17:11:36.300
2508;Del 65000000 al 65000099;NO INDICA;ochodigitos;Cantidad: 100 números.;1351;2016-02-04 17:11:38.393;2016-02-04 17:11:38.393
2509;Del 57400000 al 57400099;NO INDICA;ochodigitos;Cantidad: 100 números.;1352;2016-02-04 17:11:41.003;2016-02-04 17:11:41.003
2510;Del 50200000 al 50200099;NO INDICA;ochodigitos;Cantidad: 100 números.;1353;2016-02-04 17:11:45.143;2016-02-04 17:11:45.143
2593;NO APLICA RANGO;800-8000727;ochodigitos;NOMBRE COMERCIAL: 800-8000727;1370;2016-02-05 14:07:44.383;2016-02-05 14:07:44.383
2594;NO APLICA RANGO;800-7729247;ochodigitos;NOMBRE COMERCIAL: 800-PRAXAIR;1370;2016-02-05 14:07:44.400;2016-02-05 14:07:44.400
2595;NO APLICA RANGO;800-2974636;ochodigitos;NOMBRE COMERCIAL: 800-BYSINFO;1370;2016-02-05 14:07:44.400;2016-02-05 14:07:44.400
2596;NO APICA RANGO;800-8007275;ochodigitos;NOMBRE COMERCIAL: 800-800PARK;1370;2016-02-05 14:07:44.400;2016-02-05 14:07:44.400
2631;No Aplica Rango;1770;especial4digitos;Numeración para brindar servicio con tarjetas telefónicas convencional e inteligente.
Servicios de telegestión TICOM.;1379;2016-02-05 17:20:35.330;2016-02-05 17:20:35.330
2632;No Aplica Rango;1717;especial4digitos;Numeración para brindar servicio con tarjetas telefónicas convencional e inteligente.
Servicios de plataforma prepago.;1379;2016-02-05 17:20:35.330;2016-02-05 17:20:35.330
2633;No Aplica Rango;1903;sms_4digitos;Número para preselección de operador.;1379;2016-02-05 17:20:35.330;2016-02-05 17:20:35.330
2634;No Aplica Rango;800-2255384;revertido800;Número de cobro revertido.
Que dicha numeración está sujeta a que en un plazo de doce meses TICOM haya asignado a sus clientes al menos el 60% de la numeración otorgada por la SUTEL, caso contrario esta superintendencia podrá disponer de la numeración no otorgada para que sea reasignada a otro solicitante.;1379;2016-02-05 17:20:35.330;2016-02-05 17:20:35.330
2635;Del 800-2655328 al 800-2655427;No indica;revertido800;Número de cobro revertido
Que dicha numeración está sujeta a que en un plazo de doce meses TICOM haya asignado a sus clientes al menos el 60% de la numeración otorgada por la SUTEL, caso contrario esta superintendencia podrá disponer de la numeración no otorgada para que sea reasignada a otro solicitante.;1379;2016-02-05 17:20:35.343;2016-02-05 17:20:35.343
2636;Del 4029-0000 al 4029-0099;No indica;ochodigitos;;1379;2016-02-05 17:20:35.343;2016-02-05 17:20:35.343
2678;NO APLICA RANGO;900-123456;numeracion900;SERVICIO: SOPORTE TECNICO;1382;2016-02-08 14:29:36.640;2016-02-08 14:29:36.640
2679;NO APLICA RANGO;900-767539;numeracion900;SERVICIO: CONSULTA LEGAL;1382;2016-02-08 14:29:36.640;2016-02-08 14:29:36.640
2680;NO APLICA RANGO;900-1234900;numeracion900;SERVICIO: PRUEBAS SERVICIO 900;1382;2016-02-08 14:29:36.640;2016-02-08 14:29:36.640
2681;NO APLICA RANGO;800-8482348;revertido800;NOMBRE COMERCIAL: 800-VITAFIT;1382;2016-02-08 14:29:36.640;2016-02-08 14:29:36.640
2682;NO APLICA RANGO;800-2223223;revertido800;NOMBRE COMERCIAL: 800-2223223;1382;2016-02-08 14:29:36.640;2016-02-08 14:29:36.640
2683;NO APLICA RANGO;800-3864455;revertido800;NOMBRE COMERCIAL: 800-DUNHILL;1382;2016-02-08 14:29:36.657;2016-02-08 14:29:36.657
2684;NO APLICA RANGO;800-8005665;revertido800;NOMBRE COMERCIAL: 800-800KOLL;1382;2016-02-08 14:29:36.657;2016-02-08 14:29:36.657
2685;NO APLICA RANGO;800-2773636;revertido800;NOMBRE COMERCIAL: 800-APRENDO;1382;2016-02-08 14:29:36.657;2016-02-08 14:29:36.657
2686;NO APLICA RANGO;800-6686737;revertido800;NOMBRE COMERCIAL: 800-MOTORES;1382;2016-02-08 14:29:36.657;2016-02-08 14:29:36.657
2687;NO APLICA RANGO;800-2322444;revertido800;NOMBRE COMERCIAL: 800-AEAAIII;1382;2016-02-08 14:29:36.657;2016-02-08 14:29:36.657
2688;NO APLICA RANGO;800-5462656;revertido800;NOMBRE COMERCIAL: 800-LINCOLN;1382;2016-02-08 14:29:36.657;2016-02-08 14:29:36.657
2689;NO APLICA RANGO;800-228482;revertido800;NOMBRE COMERCIAL: 800-0ACTIVA;1382;2016-02-08 14:29:36.670;2016-02-08 14:29:36.670
2690;NO APLICA RANGO;800-7446272;revertido800;NOMBRE COMERCIAL: 800-SIGMASA;1382;2016-02-08 14:29:36.670;2016-02-08 14:29:36.670
2691;NO APLICA RANGO;800-7328722;revertido800;NOMBRE COMERCIAL: 800-SEBUSCA;1382;2016-02-08 14:29:36.670;2016-02-08 14:29:36.670
2692;NO APLICA RANGO;800-8090100;revertido800;NOMBRE COMERCIAL: 800-8090100;1382;2016-02-08 14:29:36.670;2016-02-08 14:29:36.670
2693;NO APLICA RANGO;800-8266692;revertido800;NOMBRE COMERCIAL: 800-TCONOZC;1382;2016-02-08 14:29:36.670;2016-02-08 14:29:36.670
2694;NO APLICA RANGO;800-8002782;revertido800;NOMBRE COMERCIAL: 800-800AQUA;1382;2016-02-08 14:29:36.687;2016-02-08 14:29:36.687
2695;NO APLICA RANGO;800-0087233;revertido800;NOMBRE COMERCIAL: 800-00TRADE;1382;2016-02-08 14:29:36.687;2016-02-08 14:29:36.687
2696;NO APLICA RANGO;800-0362867;revertido800;NOMBRE COMERCIAL: 800-0DOCTOR;1382;2016-02-08 14:29:36.687;2016-02-08 14:29:36.687
2697;NO APLICA RANGO;800-2668463;revertido800;NOMBRE COMERCIAL: 800-CONTINE;1382;2016-02-08 14:29:36.687;2016-02-08 14:29:36.687
2698;NO APLICA RANGO;800-8002386;revertido800;NOMBRE COMERCIAL: 800-800BETO;1382;2016-02-08 14:29:36.687;2016-02-08 14:29:36.687
2699;NO APLICA RANGO;800-5226229;revertido800;NOMBRE COMERCIAL: 800-JACOBAY;1382;2016-02-08 14:29:36.687;2016-02-08 14:29:36.687
2700;NO APLICA RANGO;800-5423624;revertido800;NOMBRE COMERCIAL: 800-LICEOAI;1382;2016-02-08 14:29:36.703;2016-02-08 14:29:36.703
2701;NO APLICA RANGO;800-6334237;revertido800;NOMBRE COMERCIAL: 800-OFFICES;1382;2016-02-08 14:29:36.703;2016-02-08 14:29:36.703
2702;NO APLICA RANGO;800-8353272;revertido800;NOMBRE COMERCIAL: 800-TELEASA;1382;2016-02-08 14:29:36.703;2016-02-08 14:29:36.703
2703;NO APLICA RANGO;800-3977377;revertido800;NOMBRE COMERCIAL: 800-EXPRESS;1382;2016-02-08 14:29:36.703;2016-02-08 14:29:36.703
2704;NO APLICA RANGO;800-7466646;revertido800;NOMBRE COMERCIAL: 800-RHNOMINA;1382;2016-02-08 14:29:36.703;2016-02-08 14:29:36.703
2705;NO APLICA RANGO;800-0064327;revertido800;NOMBRE COMERCIAL: 800-00MIDAS;1382;2016-02-08 14:29:36.717;2016-02-08 14:29:36.717
2706;NO APLICA RANGO;800-6784227;revertido800;NOMBRE COMERCIAL: 800-OPTICAS;1382;2016-02-08 14:29:36.717;2016-02-08 14:29:36.717
2707;NO APLICA RANGO;800-2276362;revertido800;NOMBRE COMERCIAL: 800-BARNENA;1382;2016-02-08 14:29:36.717;2016-02-08 14:29:36.717
2708;NO APLICA RANGO;800-2278765;revertido800;NOMBRE COMERCIAL: 800-CASTROL;1382;2016-02-08 14:29:36.717;2016-02-08 14:29:36.717
2709;NO APLICA RANGO;800-3532882;revertido800;NOMBRE COMERCIAL: 800-EJECUTA;1382;2016-02-08 14:29:36.717;2016-02-08 14:29:36.717
2710;NO APLICA RANGO;800-3532884;revertido800;NOMBRE COMERCIAL: 800-EJECUTI;1382;2016-02-08 14:29:36.717;2016-02-08 14:29:36.717
2711;NO APLICA RANGO;800-2484487;revertido800;NOMBRE COMERCIAL: 800-CITIGTS;1382;2016-02-08 14:29:36.733;2016-02-08 14:29:36.733
2712;NO APLICA RANGO;800-7846827;revertido800;NOMBRE COMERCIAL: 800-QUINTAS;1382;2016-02-08 14:29:36.733;2016-02-08 14:29:36.733
2713;NO APLICA RANGO;800-4872537;revertido800;NOMBRE COMERCIAL: 800-ITSALES;1382;2016-02-08 14:29:36.733;2016-02-08 14:29:36.733
2714;NO APLICA RANGO;800-0184253;revertido800;NOMBRE COMERCIAL: 800-01VIAJE;1382;2016-02-08 14:29:36.733;2016-02-08 14:29:36.733
2715;NO APLICA RANGO;800-3638592;revertido800;NOMBRE COMERCIAL: 800-ENDULZA;1382;2016-02-08 14:29:36.733;2016-02-08 14:29:36.733
2716;NO APLICA RANGO;800-1111112;revertido800;NOMBRE COMERCIAL: 800-1111112;1383;2016-02-08 14:34:39.687;2016-02-08 14:34:39.687
2717;NO APLICA RANGO;800-1234561;revertido800;NOMBRE COMERCIAL: 800-1234561;1383;2016-02-08 14:34:39.687;2016-02-08 14:34:39.687
2718;NO APLICA RANGO;800-1234562;revertido800;NOMBRE COMERCIAL: 800-1234562;1383;2016-02-08 14:34:39.703;2016-02-08 14:34:39.703
2719;NO APLICA RANGO;800-1234563;revertido800;NOMBRE COMERCIAL: 800-1234563;1383;2016-02-08 14:34:39.703;2016-02-08 14:34:39.703
2720;NO APLICA RANGO;800-1234564;revertido800;NOMBRE COMERCIAL: 800-1234564;1383;2016-02-08 14:34:39.703;2016-02-08 14:34:39.703
2721;NO APLICA RANGO;800-1234565;revertido800;NOMBRE COMERCIAL: 800-1234565;1383;2016-02-08 14:34:39.703;2016-02-08 14:34:39.703
2722;NO APLICA RANGO;800-1234566;revertido800;NOMBRE COMERCIAL: 800-1234566;1383;2016-02-08 14:34:39.703;2016-02-08 14:34:39.703
2723;NO APLICA RANGO;800-0272586;revertido800;NOMBRE COMERCIAL: 800-0272586;1383;2016-02-08 14:34:39.720;2016-02-08 14:34:39.720
2724;NO APLICA RANGO;800-7268673;revertido800;NOMBRE COMERCIAL: 800-7268673;1383;2016-02-08 14:34:39.720;2016-02-08 14:34:39.720
2725;NO APLICA RANGO;800-9662887;revertido800;NOMBRE COMERCIAL: 800-ZONATUR;1384;2016-02-08 14:47:46.487;2016-02-08 14:47:46.487
2726;NO APLICA RANGO;800-9662726;revertido800;NOMBRE COMERCIAL: 800-ZONASAN;1384;2016-02-08 14:47:46.487;2016-02-08 14:47:46.487
2727;NO APLICA RANGO;800-8326424;revertido800;NOMBRE COMERCIAL: 800-TECNICH;1384;2016-02-08 14:47:46.487;2016-02-08 14:47:46.487
2728;NO APLICA RANGO;800-7383633;revertido800;NOMBRE COMERCIAL: 800-SEVENDE;1384;2016-02-08 14:47:46.487;2016-02-08 14:47:46.487
2729;NO APLICA RANGO;800-2010190;revertido800;NOMBRE COMERCIAL: 800-2010190
LA ASIGNACION DE LOS NUMEROS MENCIONADOS SE REALIZO POR MEDIO DEL ACUERDO 027-005-2012 CELEBRADO POR EL CONSEJO DE LA SUTEL.;1384;2016-02-08 14:47:46.487;2016-02-08 14:47:46.487
2730;NO APLICA;800-3566627;revertido800;Nombre Comercial: 800-EKONOCR;1385;2016-02-08 14:56:44.817;2016-02-08 14:56:44.817
2731;NO APLICA;800-0622466;revertido800;Nombre Comercial: 800-0NACION;1385;2016-02-08 14:56:44.830;2016-02-08 14:56:44.830
2732;NO APLICA;800-3737463;revertido800;Nombre Comercial: 800-FRESHNE;1385;2016-02-08 14:56:44.830;2016-02-08 14:56:44.830
2733;NO APLICA;800-4768352;revertido800;Nombre Comercial: 800-800IRMUFLA;1385;2016-02-08 14:56:44.830;2016-02-08 14:56:44.830
2734;NO APLICA;800-8662866;revertido800;Nombre Comercial: 800-UNOAUNO;1385;2016-02-08 14:56:44.830;2016-02-08 14:56:44.830
2735;NO APLICA;800-1254273;revertido800;Nombre Comercial: 800-12LIBRE;1385;2016-02-08 14:56:44.847;2016-02-08 14:56:44.847
2736;NO APLICA;800-4004000;revertido800;Nombre Comercial: 800-4004000;1386;2016-02-08 14:58:22.580;2016-02-08 14:58:22.580
2737;NO APLICA;3327;sms_4digitos;Servicios por Suscripción Varios.;1387;2016-02-08 14:59:59.127;2016-02-08 14:59:59.127
2738;NO APLICA;4450;sms_4digitos;Trivias de Contenido;1387;2016-02-08 14:59:59.127;2016-02-08 14:59:59.127
2739;NO APLICA;3204;sms_4digitos;Servicio Descarga Juego Premium ;1387;2016-02-08 14:59:59.127;2016-02-08 14:59:59.127
2740;NO APLICA;7588;sms_4digitos;Administración de aplicativos mediante SMS;1387;2016-02-08 14:59:59.127;2016-02-08 14:59:59.127
2741;NO APLICA;800-6278438;revertido800;Nombre de Comercial: 800-MASVIDA;1388;2016-02-08 15:01:22.363;2016-02-08 15:01:22.363
2742;NO APLICA;800-0522626;revertido800;Nombre de Comercial: 0JACOBO;1388;2016-02-08 15:01:22.363;2016-02-08 15:01:22.363
2743;NO APLICA;900-0553425;numeracion900;Servicio de Acceso a Base de Datos: CONSULTA LEGAL.;1388;2016-02-08 15:01:22.363;2016-02-08 15:01:22.363
2744;NO APLICA;905-2234923;especial905;;1388;2016-02-08 15:01:22.363;2016-02-08 15:01:22.363
2745;NO APLICA;905-2662283;especial905;;1388;2016-02-08 15:01:22.363;2016-02-08 15:01:22.363
2746; Del 8400-0000 al 8499-9999;NO INDICA;ochodigitos;1 millón de números;1389;2016-02-08 15:02:12.770;2016-02-08 15:02:12.770
2747;NO APLICA;900-7020202;numeracion900;Servicios de Acceso a Base de Datos: CONTENIDO DE ADULTOS;1390;2016-02-08 15:03:01.410;2016-02-08 15:03:01.410
2748;NO APLICA;800-2663946;revertido800;Nombre Comercial: 800-CONEXIO;1391;2016-02-08 15:05:37.630;2016-02-08 15:05:37.630
2749;NO APLICA;900-4001000;numeracion900;Nombre Comercial: ASOCIACION CLUB ACTIVO 2030 INTERNACIONAL;1392;2016-02-08 15:07:24.630;2016-02-08 15:07:24.630
2750;NO APLICA;900-4002000;numeracion900;Nombre Comercial: ASOCIACION CLUB ACTIVO 2030 INTERNACIONAL;1392;2016-02-08 15:07:24.630;2016-02-08 15:07:24.630
2751;NO APLICA;900-4003000;numeracion900;Nombre Comercial: ASOCIACION CLUB ACTIVO 2030 INTERNACIONAL;1392;2016-02-08 15:07:24.630;2016-02-08 15:07:24.630
2752;NO APLICA;900-4004000;numeracion900;Nombre Comercial: ASOCIACION CLUB ACTIVO 2030 INTERNACIONAL;1392;2016-02-08 15:07:24.647;2016-02-08 15:07:24.647
2753;NO APLICA;900-4005000;numeracion900;Nombre Comercial: ASOCIACION CLUB ACTIVO 2030 INTERNACIONAL;1392;2016-02-08 15:07:24.647;2016-02-08 15:07:24.647
2754;NO APLICA;900-4009000;numeracion900;Nombre Comercial: ASOCIACION CLUB ACTIVO 2030 INTERNACIONAL;1392;2016-02-08 15:07:24.647;2016-02-08 15:07:24.647
2757;NO APLICA;800-2546422;revertido800;Nombre Comercial: 800-CLINICA;1395;2016-02-08 15:11:44.067;2016-02-08 15:11:44.067
2758;NO APLICA;800-7625800;revertido800;Nombre Comercial: ROCK800;1395;2016-02-08 15:11:44.067;2016-02-08 15:11:44.067
2759;NO APLICA;800-0025276;revertido800;Nombre Comercial: 800-00ALAPO;1395;2016-02-08 15:11:44.067;2016-02-08 15:11:44.067
2760;NO APLICA;800-6678625;revertido800;Nombre Comercial: 800-NOSTOCK


LA ASIGNACIÓN DE LOS NÚMEROS MENCIONADOS SE REALIZO POR MEDIO DEL ACUERDO 014-077-2011 CELEBRADO POR EL CONSEJO DE LA SUPERINTENDENCIA DE TELECOMUNICACIONES.;1395;2016-02-08 15:11:44.083;2016-02-08 15:11:44.083
2761;Del 2000-0000 al 2003-XXXX;NO INDICA;ochodigitos;[X: 0 - 9]

LA ASIGNACIÓN DE LOS NÚMEROS MENCIONADOS SE REALIZO POR MEDIO DEL ACUERDO 008-003-2012 CELEBRADO POR EL CONSEJO DE LA SUPERINTENDENCIA DE TELECOMUNICACIONES.;1396;2016-02-08 15:34:45.663;2016-02-08 15:34:45.663
2762;NO APLICA;800-0226767;revertido800;Nombre Comercial: 800-0CAMPOS;1397;2016-02-08 15:35:48.540;2016-02-08 15:35:48.540
2763;NO APLICA;800-2225384;revertido800;Nombre Comercial: 800-CABLETI;1397;2016-02-08 15:35:48.540;2016-02-08 15:35:48.540
2764;NO APLICA;800-6887424;revertido800;Nombre Comercial: 800-NUTRICI;1397;2016-02-08 15:35:48.540;2016-02-08 15:35:48.540
2765;NO APLICA;800-2692927;revertido800;Nombre Comercial: 800-AMWAYCR ;1397;2016-02-08 15:35:48.557;2016-02-08 15:35:48.557
2766;NO APLICA;900-0101010;numeracion900;;1397;2016-02-08 15:35:48.557;2016-02-08 15:35:48.557
2767;NO APLICA;900-7666666;numeracion900;LA ASIGNACIÓN DE LOS NÚMEROS MENCIONADOS SE REALIZO POR MEDIO DEL ACUERDO-021-089-2011 CELEBRADO POR EL CONSEJO DE LA SUPERINTENDENCIA DE TELECOMUNICACIONES.;1397;2016-02-08 15:35:48.557;2016-02-08 15:35:48.557
2768;NO APLICA;800-8856524;revertido800;Nombre Comercial: 800-TUKOLBI;1398;2016-02-08 15:36:49.960;2016-02-08 15:36:49.960
2769;NO APLICA;800-0473242;revertido800;Nombre Comercial: 800-0GRECIA;1398;2016-02-08 15:36:49.960;2016-02-08 15:36:49.960
2770;NO APLICA;800-0666246;revertido800;Nombre Comercial: 800-0MONCHO;1398;2016-02-08 15:36:49.960;2016-02-08 15:36:49.960
2771;NO APLICA;800-8743683;revertido800;Nombre Comercial: 800-URGENTE

LA ASIGNACIÓN DE LOS NÚMEROS MENCIONADOS SE REALIZO POR MEDIO DEL ACUERDO 007-001-2012 CELEBRADO POR EL CONSEJO DE LA SUPERINTENDENCIA DE TELECOMUNICACIONES.;1398;2016-02-08 15:36:49.960;2016-02-08 15:36:49.960
2772;NO APLICA;800-7376786;revertido800;Nombre Comercial: 800-REPORTO;1399;2016-02-08 15:38:18.430;2016-02-08 15:38:18.430
2773;NO APLICA;800-0734876;revertido800;Nombre Comercial: 800-0SEGURO;1399;2016-02-08 15:38:18.430;2016-02-08 15:38:18.430
2774;NO APLICA;800-2282227;revertido800;Nombre Comercial: 800-BATCCAR

LA ASIGNACIÓN DE LOS NÚMEROS MENCIONADOS SE REALIZO POR MEDIO DEL ACUERDO-019-083-2011 CELEBRADO POR EL CONSEJO DE LA SUPERINTENDENCIA DE TELECOMUNICACIONES.;1399;2016-02-08 15:38:18.430;2016-02-08 15:38:18.430
2775;DEL 4040-0500 AL 4040-0999;NO INDICA;ochodigitos;SERVICIO: TELEFONIA IP;1400;2016-02-08 15:38:45.040;2016-02-08 15:38:45.040
2776;NO APLICA RANGO;800-3774733;revertido800;NOMBRE COMERCIAL: 800-ESPHRED;1401;2016-02-08 15:39:44.557;2016-02-08 15:39:44.557
2777;NO APLICA RANGO;800-8008294;revertido800;NOMBRE COMERCIAL: 800-800TAXI;1401;2016-02-08 15:39:44.557;2016-02-08 15:39:44.557
2778;NO APLICA RANGO;800-8002364;revertido800;NOMBRE COMERCIAL: 800ADMI;1401;2016-02-08 15:39:44.557;2016-02-08 15:39:44.557
2779;NO APLICA RANGO;800-8006666;revertido800;NOMBRE COMERCIAL: 800-8006666;1401;2016-02-08 15:39:44.557;2016-02-08 15:39:44.557
2780;NO APLICA RANGO;800-8426824;revertido800;NOMBRE COMERCIAL: 800-TICOTOG;1401;2016-02-08 15:39:44.557;2016-02-08 15:39:44.557
2781;NO APLICA;4264;sms_4digitos;;1402;2016-02-08 15:40:47.837;2016-02-08 15:40:47.837
2782;NO APLICA;62484;sms_4digitos;;1402;2016-02-08 15:40:47.837;2016-02-08 15:40:47.837
2783;NO APLICA;66542;sms_4digitos;;1402;2016-02-08 15:40:47.853;2016-02-08 15:40:47.853
2784;NO APLICA;6542;sms_4digitos;;1402;2016-02-08 15:40:47.853;2016-02-08 15:40:47.853
2785;NO APLICA;80501;sms_4digitos;;1402;2016-02-08 15:40:47.853;2016-02-08 15:40:47.853
2786;NO APLICA;90501;sms_4digitos;;1402;2016-02-08 15:40:47.853;2016-02-08 15:40:47.853
2787;NO APLICA;800-2355266;revertido800;Nombre Comercial: 800-CELLCOM;1402;2016-02-08 15:40:47.853;2016-02-08 15:40:47.853
2788;NO APLICA;800-7278736;revertido800;Nombre Comercial: 800-RASTREO;1402;2016-02-08 15:40:47.867;2016-02-08 15:40:47.867
2789;NO APLICA RANGO;800-6672367;revertido800;NOMBRE COMERCIAL: 800-MORADOS;1403;2016-02-08 15:41:22.837;2016-02-08 15:41:22.837
2790;NO APLICA RANGO;800-2000989;revertido800;MONBRE COMERCIAL: 800-20009898;1403;2016-02-08 15:41:22.837;2016-02-08 15:41:22.837
2791;NO APLICA RANGO;905-0227466;especial905;SERVICIO DE LLAMADAS MASIVAS;1403;2016-02-08 15:41:22.837;2016-02-08 15:41:22.837
2792;NO APLICA RANGO;900-8101010;numeracion900;SERVICIO DE TELEMERCADEO;1403;2016-02-08 15:41:22.837;2016-02-08 15:41:22.837
2793;NO APLICA;800-4567890;revertido800;Nombre Comercial: 800-4567890;1404;2016-02-08 15:42:21.307;2016-02-08 15:42:21.307
2794;NO APLICA RANGO;1148;especial4digitos;SERVICIO: GESTION TELEFONOS PUBLICOS MULTIPAGO VIRTUAL;1405;2016-02-08 15:43:04.557;2016-02-08 15:43:04.557
2795;NO APLICA RANGO;1149;especial4digitos;SERVICIO: GESTION TELEFONOS PUBLICOS MULTIPAGO SMS/EMS VIRTUAL;1405;2016-02-08 15:43:04.557;2016-02-08 15:43:04.557
2796;NO APLICA RANGO;1155;especial4digitos;SERVICIO: SERVICIO DE INFORMACION COMERCIAL;1405;2016-02-08 15:43:04.557;2016-02-08 15:43:04.557
2797;NO APLICA RANGO;1161;especial4digitos;SERVICIO: PRUEBAS IVR PLATAFORMA CAP;1405;2016-02-08 15:43:04.557;2016-02-08 15:43:04.557
2798;NO APLICA RANGO;1162;especial4digitos;SERVICIO: PRUEBAS IVR PLATAFORMA CAP;1405;2016-02-08 15:43:04.557;2016-02-08 15:43:04.557
2799;NO APLICA;800-7466337;revertido800;Nombre Comercial: 800-7466337;1406;2016-02-08 15:44:28.773;2016-02-08 15:44:28.773
2800;NO APLICA RANGO;800-2235892;revertido800;NOMBRE COMERCIAL: 800-2235892;1407;2016-02-08 15:47:27.617;2016-02-08 15:47:27.617
2801;NO APLICA RANGO;800-0768692;revertido800;NOMBRE COMERCIAL: 800-0SOTOYA;1407;2016-02-08 15:47:27.617;2016-02-08 15:47:27.617
2802;NO APLICA RANGO;800-9283722;revertido800;NOMBRE COMERCIAL: 800-WATERLA;1407;2016-02-08 15:47:27.617;2016-02-08 15:47:27.617
2803;NO APLICA RANGO;800-3646368;revertido800;NOMBRE COMERCIAL: 800-EMINENT;1407;2016-02-08 15:47:27.617;2016-02-08 15:47:27.617
2804;NO APLICA RANGO;800-2672627;revertido800;NOMBRE COMERCIAL: 800-COSCOCR;1408;2016-02-08 15:48:34.883;2016-02-08 15:48:34.883
2805;NO APLICA RANGO;800-8007258;revertido800;NOMBRE COMERCIAL: 800-800SALUD;1408;2016-02-08 15:48:34.883;2016-02-08 15:48:34.883
2806;NO APLICA RANGO;800-7387642;revertido800;NOMBRE COMERCIAL: 800-PETROGA;1408;2016-02-08 15:48:34.883;2016-02-08 15:48:34.883
2807;NO APLICA RANGO;800-7654277;revertido800;NOMBRE COMERCIAL: 800-SOLGAS;1408;2016-02-08 15:48:34.883;2016-02-08 15:48:34.883
2808;NO APLICA RANGO;800-8222846;revertido800;NOMBRE COMERCIAL: 800-VACATIO;1408;2016-02-08 15:48:34.900;2016-02-08 15:48:34.900
2809;NO APLICA RANGO;900-7232323;numeracion900;SERVICIO: CONTENIDO ADULTOS;1409;2016-02-08 15:52:44.823;2016-02-08 15:52:44.823
2810;NO APLICA RANGO;900-0832472;numeracion900;SERVICIO: SOPORTE TECNICO;1409;2016-02-08 15:52:44.823;2016-02-08 15:52:44.823
2811;NO APLICA RANGO;905-8484665;especial905;SERVICIO: LLAMADAS MASIVAS;1409;2016-02-08 15:52:44.823;2016-02-08 15:52:44.823
2812;NO APLICA RANGO;800-5723827;revertido800;NOMBRE COMERCIAL: 800-KRAFTCR;1410;2016-02-08 15:53:53.790;2016-02-08 15:53:53.790
2813;NO APLICA RANGO;800-2872664;revertido800;NOMBRE COMERCIAL: 800-BUSCOMI;1410;2016-02-08 15:53:53.790;2016-02-08 15:53:53.790
2814;NO APLICA RANGO;800-2676123;revertido800;NOMBRE COMERCIAL: 800-CORO123;1410;2016-02-08 15:53:53.790;2016-02-08 15:53:53.790
2815;NO APLICA RANGO;800-0028634;revertido800;NOMBRE COMERCIAL: 800-00AVOXI;1410;2016-02-08 15:53:53.790;2016-02-08 15:53:53.790
2816;NO APLICA RANGO;800-4237426;revertido800;NOMBRE COMERCIAL: 800-IBERICO;1410;2016-02-08 15:53:53.807;2016-02-08 15:53:53.807
2817;NO APLICA RANGO;800-7643682;revertido800;NOMBRE COMERCIAL: 800-TRIDWAY;1410;2016-02-08 15:53:53.807;2016-02-08 15:53:53.807
2818;NO APLICA RANGO;800-0472255;revertido800;NOMBRE COMERCIAL: 800-0HPCALL;1410;2016-02-08 15:53:53.807;2016-02-08 15:53:53.807
2819;NO APLICA RANGO;800-7764737;revertido800;NOMBRE COMERCIAL: 800-PROGRES;1410;2016-02-08 15:53:53.807;2016-02-08 15:53:53.807
2820;NO APLICA RANGO;900-0462436;numeracion900;NOMBRE COMERCIAL: 900-0462436;1411;2016-02-11 16:16:48.283;2016-02-11 16:16:48.283
2821;NO APLICA RANGO;905-2226630;especial905;NOMBRE COMERCIAL: 905-2226630 ;1412;2016-02-11 16:17:34.737;2016-02-11 16:17:34.737
2822;NO APLICA RANGO;800-07333436;revertido800;NOMBRE COMERCIAL: 800-0PEDIDO;1413;2016-02-11 16:18:32.807;2016-02-11 16:18:32.807
2823;NO APLICA RANGO;800-0084825;revertido800;NOMBRE COMERCIAL: 800-00VITAL;1413;2016-02-11 16:18:32.807;2016-02-11 16:18:32.807
2824;NO APLICA RANGO;8004237963;revertido800;NOMBRE COMERCIAL: 800-ICEPYME;1413;2016-02-11 16:18:32.807;2016-02-11 16:18:32.807
2825;NO APLICA RANGO;800-2773456;revertido800;NOMBRE COMERCIAL: 800-ARREGLO;1414;2016-02-11 16:19:46.057;2016-02-11 16:19:46.057
2826;NO APLICA RANGO;800-8003276;revertido800;NOMBRE COMERCIAL: 800-800FARO;1414;2016-02-11 16:19:46.057;2016-02-11 16:19:46.057
2827;No Aplica Rango;800-9997779;revertido800;Cobro revertido automático
Nombre comercial: 800-9997779;1415;2016-02-11 16:19:50.413;2016-02-11 16:19:50.413
2828;No Aplica Rango;800-9997778;revertido800;Cobro revertido automático
Nombre comercial: 800-9997778;1415;2016-02-11 16:19:50.413;2016-02-11 16:19:50.413
2829;No Aplica Rango;800-9997777;revertido800;Cobro revertido automático
Nombre comercial: 800-9997777;1415;2016-02-11 16:19:50.413;2016-02-11 16:19:50.413
2830;No Aplica Rango;800-9997776;revertido800;Cobro revertido automático
Nombre comercial: 800-9997776;1415;2016-02-11 16:19:50.413;2016-02-11 16:19:50.413
2831;No Aplica Rango;800-9997775;revertido800;Cobro revertido automático
Nombre comercial: 800-9997775;1415;2016-02-11 16:19:50.413;2016-02-11 16:19:50.413
